time,subject,controller,element,group,dat,item,prime,completion,code,type,condition,target_verb,other_verb,exp
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,2,The captain offered the toddler,a sucker.,D,prime,DO-diff,give,offer,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,18,The cheerleader gave the skater,a thumbs up,D,prime,DO-diff,lend,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,42,The researcher lent the experienced surgeon,a tool to help the surgeon,D,prime,DO-diff,send,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,32,The store owner offered the tall customer,a top hat.,D,prime,DO-diff,sell,offer,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,20,The car salesman sold the couple,a used car,D,prime,DO-diff,offer,sell,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,20,The car salesman sold the couple,a used car for a reasonable price,D,prime,DO-diff,offer,sell,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,3,The florist mailed the startled butler,a very strange picture.,D,prime,DO-diff,give,mail,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,19,The woman gave the new neighbor,a wave,D,prime,DO-diff,offer,give,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,22,The dancer sent the magician,a wave and a wink from across the room,D,prime,DO-diff,offer,send,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,19,The woman gave the new neighbor,a welcome basket full of fruits,D,prime,DO-diff,offer,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,29,The rockstar gave the young fan,an autograph.,D,prime,DO-diff,mail,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,37,The disgruntled employee showed the managing director,anger,D,prime,DO-diff,send,show,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,5,The biologist lent the chemist,bitcoin,D,prime,DO-diff,give,lend,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,2,The captain offered the toddler,candy,D,prime,DO-diff,give,offer,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,3,The florist mailed the startled butler,candy,D,prime,DO-diff,give,mail,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,11,The bartender offered the server,drinks,D,prime,DO-diff,hand,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,39,The librarian handed the student,five books,D,prime,DO-diff,send,hand,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,9,The efficient secretary sent the grumpy businessman,flowers.,D,prime,DO-diff,hand,send,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,8,The hostess sold the guests,food,D,prime,DO-diff,hand,sell,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,27,The intern handed the manager,food.,D,prime,DO-diff,mail,hand,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,10,The CEO mailed the receptionist,gold,D,prime,DO-diff,hand,mail,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,6,The groomer sold the client,gold,D,prime,DO-diff,give,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,48,The enthusiastic child mailed the young friend,happy,D,prime,DO-diff,show,mail,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,7,The grandmother gave the happy bride,her favorite piece of jewelry.,D,prime,DO-diff,hand,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,37,The disgruntled employee showed the managing director,his butt.,D,prime,DO-diff,send,show,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,24,The millionaire showed the struggling artist,his collection to inspire her.,D,prime,DO-diff,offer,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,28,The company sent the eager athlete,his new uniform.,D,prime,DO-diff,mail,send,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,5,The biologist lent the chemist,his notes.,D,prime,DO-diff,give,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,42,The researcher lent the experienced surgeon,his opinion.,D,prime,DO-diff,send,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,38,The dentist mailed the insurance company,his payment.,D,prime,DO-diff,send,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,25,The architect lent the cheerful engineer,his ruler.,D,prime,DO-diff,mail,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,45,The lifeguard offered the surfer,his sunglasses.,D,prime,DO-diff,show,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,36,The baker sent the celebrity,his world famous pie.,D,prime,DO-diff,sell,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,34,The entrepreneur showed the landscapers,how he wanted his shrubs.,O,prime,DO-diff,sell,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,26,The senator showed the governor,how to best do his job.,O,prime,DO-diff,mail,show,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,12,The banker lent the customer,money,D,prime,DO-diff,hand,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,28,The company sent the eager athlete,money,D,prime,DO-diff,mail,send,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,9,The efficient secretary sent the grumpy businessman,money,D,prime,DO-diff,hand,send,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,35,The grocer gave the family,money.,D,prime,DO-diff,sell,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,30,The historian offered the princess,money.,D,prime,DO-diff,mail,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,33,The spy handed the foreign diplomat,money.,D,prime,DO-diff,sell,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,35,The grocer gave the family,one free loaf of bread.,D,prime,DO-diff,sell,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,47,The baseball player lent the umpire,play for once,U,prime,DO-diff,show,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,36,The baker sent the celebrity,shoes,D,prime,DO-diff,sell,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,41,The contractor offered the agent,some money and a contract to sign to do a quick job,D,prime,DO-diff,send,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,40,The photographer sold the editor,some photos.,D,prime,DO-diff,send,sell,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,21,The swimmer handed the visitor,sunscreen for his face,D,prime,DO-diff,offer,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,34,The entrepreneur showed the landscapers,the building.,D,prime,DO-diff,sell,show,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,11,The bartender offered the server,the drinks.,D,prime,DO-diff,hand,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,26,The senator showed the governor,the house.,D,prime,DO-diff,mail,show,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,10,The CEO mailed the receptionist,the necessary paperwork.,D,prime,DO-diff,hand,mail,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,16,The farmer mailed the carpenter,the new payment,D,prime,DO-diff,lend,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,27,The intern handed the manager,the store keys.,D,prime,DO-diff,mail,hand,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,23,The blogger mailed the penpal,their correspondence,D,prime,DO-diff,offer,mail,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,24,The millionaire showed the struggling artist,their fortune,D,prime,DO-diff,offer,show,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,21,The swimmer handed the visitor,their goggles,D,prime,DO-diff,offer,hand,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,13,The teenager showed the tourist,their photos,D,prime,DO-diff,lend,show,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,14,The retiree sold the neighbor,their ticket,D,prime,DO-diff,lend,sell,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,1,The driving instructor handed the learner,time,D,prime,DO-diff,give,hand,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,44,The youngster sold the kind babysitter,to a supermarket for meat.,P,prime,DO-diff,show,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,46,The nurse sent the doctor,to the patients,P,prime,DO-diff,show,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,46,The nurse sent the doctor,to the reception area.,P,prime,DO-diff,show,send,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,7,The grandmother gave the happy bride,was wrong,U,prime,DO-diff,hand,give,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,13,The teenager showed the tourist,where to get a good lunch for cheap,O,prime,DO-diff,lend,show,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,29,The rockstar mailed the young fan,a automatic glock,D,prime,DO-same,mail,give,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,40,The photographer sent the editor,a beautiful photo,D,prime,DO-same,send,sell,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,41,The contractor sent the agent,a bill for the services that he performed,D,prime,DO-same,send,offer,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,4,The mother gave the hungry baby,a bottle of warm milk.,D,prime,DO-same,give,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,2,The captain gave the toddler,a bottle.,D,prime,DO-same,give,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,4,The mother gave the hungry baby,a bottle.,D,prime,DO-same,give,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,2,The captain gave the toddler,a cool hat,D,prime,DO-same,give,offer,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,31,The professor sold the lecturer,a copy of the lesson.,D,prime,DO-same,sell,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,6,The groomer gave the client,a coupon on a free haircut.,D,prime,DO-same,give,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,20,The car salesman offered the couple,a discount,D,prime,DO-same,offer,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,13,The teenager lent the tourist,a dollar.,D,prime,DO-same,lend,show,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,11,The bartender handed the server,A drink,D,prime,DO-same,hand,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,9,The efficient secretary handed the grumpy businessman,a drink.,D,prime,DO-same,hand,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,20,The car salesman offered the couple,a free car.,D,prime,DO-same,offer,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,23,The blogger offered the penpal,a gift,D,prime,DO-same,offer,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,19,The woman offered the new neighbor,a gift,D,prime,DO-same,offer,give,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,1,The driving instructor gave the learner,a good grade.,D,prime,DO-same,give,hand,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,42,The researcher sent the experienced surgeon,a greeting card to thank him for his service,D,prime,DO-same,send,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,3,The florist gave the startled butler,a kiss,D,prime,DO-same,give,mail,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,37,The disgruntled employee sent the managing director,a letter of resignation,D,prime,DO-same,send,show,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,39,The librarian sent the student,a letter reminding him of his overdue book.,D,prime,DO-same,send,hand,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,1,The driving instructor gave the learner,a life lesson in safe driving.,D,prime,DO-same,give,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,13,The teenager lent the tourist,a map,D,prime,DO-same,lend,show,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,34,The entrepreneur sold the landscapers,a new kind of fern.,D,prime,DO-same,sell,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,17,The fashion designer lent the famous journalist,a picture,D,prime,DO-same,lend,send,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,36,The baker sold the celebrity,a pie.,D,prime,DO-same,sell,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,23,The blogger offered the penpal,a place to stay.,D,prime,DO-same,offer,mail,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,12,The banker handed the customer,a refund.,D,prime,DO-same,hand,lend,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,3,The florist gave the startled butler,a scare.,D,prime,DO-same,give,mail,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,29,The rockstar mailed the young fan,a signed photo.,D,prime,DO-same,mail,give,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,37,The disgruntled employee sent the managing director,a strongly worded email,D,prime,DO-same,send,show,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,10,The CEO handed the receptionist,an address book.,D,prime,DO-same,hand,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,22,The dancer offered the magician,an advice,D,prime,DO-same,offer,send,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,12,The banker handed the customer,an envelope full of money.,D,prime,DO-same,hand,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,5,The biologist gave the chemist,cash.,D,prime,DO-same,give,lend,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,8,The hostess handed the guests,Drinks,D,prime,DO-same,hand,sell,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,32,The store owner sold the tall customer,extra long jeans.,D,prime,DO-same,sell,offer,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,7,The grandmother handed the happy bride,flowers,D,prime,DO-same,hand,give,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,35,The grocer sold the family,fruits,D,prime,DO-same,sell,give,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,26,The senator mailed the governor,gold,D,prime,DO-same,mail,show,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,34,The entrepreneur sold the landscapers,gold bunions,D,prime,DO-same,sell,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,19,The woman offered the new neighbor,her body.,D,prime,DO-same,offer,give,exp1
1609370014,a27623959bfc01ef3a1e6a847a85894d,Stim_Form,0,NULL,dat,46,The nurse showed the doctor,her findings,D,prime,DO-same,show,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,18,The cheerleader lent the skater,her pom poms.,D,prime,DO-same,lend,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,5,The biologist gave the chemist,her research papers.,D,prime,DO-same,give,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,18,The cheerleader lent the skater,her skates,D,prime,DO-same,lend,give,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,7,The grandmother handed the happy bride,her wedding photos.,D,prime,DO-same,hand,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,21,The swimmer offered the visitor,his flip flops.,D,prime,DO-same,offer,hand,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,28,The company mailed the eager athlete,his sponsorship contract.,D,prime,DO-same,mail,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,15,The builder lent the surveyor,his tools,D,prime,DO-same,lend,hand,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,45,The lifeguard showed the surfer,how to do chest compressions.,O,prime,DO-same,show,offer,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,44,The youngster showed the kind babysitter,how to play a video game on her phone,O,prime,DO-same,show,sell,exp1
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,0,NULL,dat,48,The enthusiastic child showed the young friend,how to shuffle a deck of cards.,O,prime,DO-same,show,mail,exp1
1609372234,b9c8c871cbbf2b297cce96468c6ce7b0,Stim_Form,0,NULL,dat,8,The hostess handed the guests,in a quick and kind manner.,O,prime,DO-same,hand,sell,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,33,The spy sold the foreign diplomat,international secrets.,D,prime,DO-same,sell,hand,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,35,The grocer sold the family,lots of vegetables.,D,prime,DO-same,sell,give,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,25,The architect mailed the cheerful engineer,money,D,prime,DO-same,mail,lend,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,36,The baker sold the celebrity,money,D,prime,DO-same,sell,send,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,30,The historian mailed the princess,money,D,prime,DO-same,mail,offer,exp1
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,0,NULL,dat,27,The intern mailed the manager,money,D,prime,DO-same,mail,hand,exp1
1609374078,edb465a3b5d7b3877f263156674d8a4d,Stim_Form,0,NULL,dat,6,The groomer gave the client,money.,D,prime,DO-same,give,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,17,The fashion designer lent the famous journalist,some clothes.,D,prime,DO-same,lend,send,exp1
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,0,NULL,dat,26,The senator mailed the governor,some important paperwork.,D,prime,DO-same,mail,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,24,The millionaire offered the struggling artist,some money,D,prime,DO-same,offer,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,22,The dancer offered the magician,some money.,D,prime,DO-same,offer,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,16,The farmer lent the carpenter,some money.,D,prime,DO-same,lend,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,24,The millionaire offered the struggling artist,some money.,D,prime,DO-same,offer,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,14,The retiree lent the neighbor,some money.,D,prime,DO-same,lend,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,15,The builder lent the surveyor,some plans.,D,prime,DO-same,lend,hand,exp1
