time,subject,controller,element,group,dat,item,prime,completion,type,condition,target_verb,other_verb,exp
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,1,The driving instructor gave the certificate,to the driver.,prime,PO-same,give,hand,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,1,The consultant gave,his advice for free.,target,target,give,hand,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,47,The baseball player lent the umpire,a hand.,prime,DO-diff,show,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,47,The poet showed,his work.,target,target,show,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,6,The groomer gave the shampoo,a hard look.,prime,PO-same,give,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,6,The therapist gave,her advice out.,target,target,give,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,30,The historian offered the manuscript,to the publisher.,prime,PO-diff,mail,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,30,The electrician mailed,his paychecks out.,target,target,mail,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,28,The company sent the detailed questionnaire,to its analysts.,prime,PO-diff,mail,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,28,The father,had two sons.,target,target,mail,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,48,The enthusiastic child mailed the young friend,a letter.,prime,DO-diff,show,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,48,The gardener showed,his plants off.,target,target,show,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,38,The dentist mailed the insurance company,his payment.,prime,DO-diff,send,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,38,The cowboy sent,a letter to the Indian.,target,target,send,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,44,The youngster sold the kind babysitter,to a supermarket for meat.,prime,DO-diff,show,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,44,The private detective showed,his privates.,target,target,show,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,29,The rockstar gave the last ticket,to his daughter.,prime,PO-diff,mail,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,29,The volunteer mailed,an invitation.,target,target,mail,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,3,The florist gave the huge bouquet,to his girlfriend.,prime,PO-same,give,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,3,The pharmacist gave,some pills to his grandpa.,target,target,give,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,15,The builder lent the surveyor,some plans.,prime,DO-same,lend,hand,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,15,The hairdresser lent,scissors to the child.,target,target,lend,hand,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,37,The disgruntled employee showed the managing director,his butt.,prime,DO-diff,send,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,37,The famous novelist sent,her book to the publisher.,target,target,send,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,2,The captain gave the spare lifejacket,to the child.,prime,PO-same,give,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,2,The bus driver gave,a free ride to a stranger.,target,target,give,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,13,The teenager lent the tourist,a dollar.,prime,DO-same,lend,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,13,The writer lent,his pen to his friend.,target,target,lend,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,40,The photographer sold the editor,some photos.,prime,DO-diff,send,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,40,The plumber sent,a payment to his insurance company.,target,target,send,sell,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,42,The researcher lent the experienced surgeon,his opinion.,prime,DO-diff,send,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,42,The man sent,a letter to his wife.,target,target,send,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,26,The senator showed the photos,to the editor.,prime,PO-diff,mail,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,26,The lonely sailor mailed,a letter home.,target,target,mail,show,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,10,The CEO handed the package,to his son.,prime,PO-same,hand,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,10,The chef handed,a knife to another cook.,target,target,hand,mail,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,17,The fashion designer lent the famous journalist,some clothes.,prime,DO-same,lend,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,17,The comedian lent,his ear to a friend.,target,target,lend,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,11,The bartender handed the cocktail,to the drunk.,prime,PO-same,hand,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,11,The postal worker handed,a letter to the man.,target,target,hand,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,41,The contractor offered the agent,a good deal.,prime,DO-diff,send,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,41,The wizard sent,a spell through the air.,target,target,send,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,45,The lifeguard offered the surfer,his sunglasses.,prime,DO-diff,show,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,45,The inventor showed,his new invention off.,target,target,show,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,31,The professor lent the book,to a student.,prime,PO-diff,sell,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,31,The shopkeeper sold,his store to a corporation.,target,target,sell,lend,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,32,The store owner offered the blue dress,for free.,prime,PO-diff,sell,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,32,The bodyguard sold,his services.,target,target,sell,offer,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,36,The baker sent the expensive cake,to the happy couple.,prime,PO-diff,sell,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,36,The pilot sold,his plane.,target,target,sell,send,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,35,The grocer gave the strawberries,to the woman.,prime,PO-diff,sell,give,exp1
1609377872,915972cbc7b1fe71b95845b8681cfc10,Stim_Form,0,NULL,dat,35,The tutor sold,his books off.,target,target,sell,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,10,The CEO handed the package,to the workers,prime,PO-same,hand,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,10,The chef handed,the food to the servants,target,target,hand,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,4,The mother gave the expensive toy,to the boy,prime,PO-same,give,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,4,The sculptor gave,an x-ray,target,target,give,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,24,The millionaire offered the struggling artist,some money,prime,DO-same,offer,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,24,The explorer offered,a tour to the tourists,target,target,offer,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,19,The woman offered the new neighbor,a gift,prime,DO-same,offer,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,19,The wrestler offered,a autograph to the fans,target,target,offer,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,42,The researcher lent the experienced surgeon,a tool to help the surgeon,prime,DO-diff,send,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,42,The man sent,a package to the unknown classified military forces personnel,target,target,send,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,11,The bartender handed the cocktail,to the chefs,prime,PO-same,hand,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,11,The postal worker handed,some mail to the people,target,target,hand,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,9,The efficient secretary handed the long fax,a letter,prime,PO-same,hand,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,9,The little girl handed,a toy to the brother,target,target,hand,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,16,The farmer lent the carpenter,some wool,prime,DO-same,lend,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,16,The coastguard lent,a boat to the recruits,target,target,lend,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,46,The nurse sent the doctor,to the patients,prime,DO-diff,show,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,46,The jeweller showed,the people something new,target,target,show,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,32,The store owner offered the blue dress,to a beautiful woman,prime,PO-diff,sell,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,32,The bodyguard sold,some armor to the recruits,target,target,sell,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,2,The captain gave the spare lifejacket,to the citizen,prime,PO-same,give,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,2,The bus driver gave,free bus tickets to the people for one time,target,target,give,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,33,The spy handed the stolen documents,to the president,prime,PO-diff,sell,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,33,The programmer sold,online games,target,target,sell,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,44,The youngster sold the kind babysitter,a ring,prime,DO-diff,show,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,44,The private detective showed,the evidence to the chief,target,target,show,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,26,The senator showed the photos,to the artist,prime,PO-diff,mail,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,26,The lonely sailor mailed,some letters and inventory to the people back at the pier,target,target,mail,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,23,The blogger offered the penpal,a gift,prime,DO-same,offer,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,23,The runner offered,a autograph to the fans,target,target,offer,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,15,The builder lent the surveyor,his tools,prime,DO-same,lend,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,15,The hairdresser lent,her clippers,target,target,lend,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,5,The biologist gave the article,a good review,prime,PO-same,give,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,5,The violinist gave,a good play,target,target,give,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,1,The driving instructor gave the certificate,to the driver,prime,PO-same,give,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,1,The consultant gave,the people a recipe to cooking,target,target,give,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,31,The professor lent the book,to the teacher,prime,PO-diff,sell,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,31,The shopkeeper sold,some energy drinks and gum,target,target,sell,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,8,The hostess handed the dessert,to the servants,prime,PO-same,hand,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,8,The newsagent handed,newsletters to the post the people at their houses,target,target,hand,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,41,The contractor offered the agent,some money and a contract to sign to do a quick job,prime,DO-diff,send,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,41,The wizard sent,powers and magic to harry potter,target,target,send,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,45,The lifeguard offered the surfer,a life jacket just in case of an emergency,prime,DO-diff,show,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,45,The inventor showed,the people an new invetion he created so it can help change the world and help the public.,target,target,show,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,25,The architect lent the latest plans,to the company,prime,PO-diff,mail,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,25,The teacher mailed,the report cards,target,target,mail,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,28,The company sent the detailed questionnaire,to their clients,prime,PO-diff,mail,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,28,The father,opened a business,target,target,mail,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,21,The swimmer offered the visitor,to come in the pool,prime,DO-same,offer,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,21,The draftsman offered,a good deal,target,target,offer,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,43,The racing driver gave the helpful mechanic,a compliment,prime,DO-diff,show,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,43,The patient showed,good progress,target,target,show,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,39,The librarian handed the student,five books,prime,DO-diff,send,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,39,The thoughtful graddaughter sent,a gift to the uncle,target,target,send,hand,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,47,The baseball player lent the umpire,play for once,prime,DO-diff,show,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,47,The poet showed,a relaxing story,target,target,show,lend,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,17,The fashion designer lent the famous journalist,a picture,prime,DO-same,lend,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,17,The comedian lent,the public free tickets,target,target,lend,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,3,The florist gave the huge bouquet,to the married couple,prime,PO-same,give,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,3,The pharmacist gave,the woman medicine,target,target,give,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,6,The groomer gave the shampoo,to the children,prime,PO-same,give,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,6,The therapist gave,me a massage,target,target,give,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,7,The grandmother handed the big present,to my sister,prime,PO-same,hand,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,7,The tennis fan handed,a trophy,target,target,hand,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,38,The dentist mailed the insurance company,a receipt,prime,DO-diff,send,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,38,The cowboy sent,a message,target,target,send,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,48,The enthusiastic child mailed the young friend,happy,prime,DO-diff,show,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,48,The gardener showed,love,target,target,show,mail,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,36,The baker sent the expensive cake,to the wedding,prime,PO-diff,sell,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,36,The pilot sold,his uniform,target,target,sell,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,29,The rockstar gave the last ticket,to the fan,prime,PO-diff,mail,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,29,The volunteer mailed,vouchers,target,target,mail,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,40,The photographer sold the editor,a picture,prime,DO-diff,send,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,40,The plumber sent,an invoice to the cusomer,target,target,send,sell,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,22,The dancer offered the magician,an advice,prime,DO-same,offer,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,22,The motorist offered,to pay for the damage,target,target,offer,send,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,13,The teenager lent the tourist,a map,prime,DO-same,lend,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,13,The writer lent,a book,target,target,lend,show,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,30,The historian offered the manuscript,for sale,prime,PO-diff,mail,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,30,The electrician mailed,the invoice,target,target,mail,offer,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,35,The grocer gave the strawberries,to the customers,prime,PO-diff,sell,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,35,The tutor sold,many books,target,target,sell,give,exp1
1609380248,d7d313acd65ce0a437cf145e6527c2fd,Stim_Form,0,NULL,dat,12,The banker handed the cash,right over,prime,PO-same,hand,lend,exp1
